council,option,status,final
Folkestone and Hythe,https://democracy.folkestoneandhythe.gov.uk/,,"HTTPSConnectionPool(host='democracy.folkestoneandhythe.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.folkestoneandhythe.gov.uk', port=443): Failed to resolve 'democracy.folkestoneandhythe.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Folkestone and Hythe,https://folkestoneandhythe.moderngov.co.uk/,,"HTTPSConnectionPool(host='folkestoneandhythe.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='folkestoneandhythe.moderngov.co.uk', port=443): Failed to resolve 'folkestoneandhythe.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Folkestone and Hythe,https://folkestoneandhythe.gov.uk/meetings/,,"HTTPSConnectionPool(host='folkestoneandhythe.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='folkestoneandhythe.gov.uk', port=443): Failed to resolve 'folkestoneandhythe.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Forest of Dean,https://forestofdean.gov.uk/,,"HTTPSConnectionPool(host='forestofdean.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='forestofdean.gov.uk', port=443): Failed to resolve 'forestofdean.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Forest of Dean,https://www.forestofdean.gov.uk/,,"HTTPSConnectionPool(host='www.forestofdean.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.forestofdean.gov.uk', port=443): Failed to resolve 'www.forestofdean.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Forest of Dean,https://democracy.forestofdean.gov.uk/,,"HTTPSConnectionPool(host='democracy.forestofdean.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.forestofdean.gov.uk', port=443): Failed to resolve 'democracy.forestofdean.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Forest of Dean,https://forestofdean.moderngov.co.uk/,,"HTTPSConnectionPool(host='forestofdean.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='forestofdean.moderngov.co.uk', port=443): Failed to resolve 'forestofdean.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Forest of Dean,https://forestofdean.gov.uk/meetings/,,"HTTPSConnectionPool(host='forestofdean.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='forestofdean.gov.uk', port=443): Failed to resolve 'forestofdean.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Glasgow City,https://glasgowcity.gov.uk/,,"HTTPSConnectionPool(host='glasgowcity.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='glasgowcity.gov.uk', port=443): Failed to resolve 'glasgowcity.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Glasgow City,https://www.glasgowcity.gov.uk/,,"HTTPSConnectionPool(host='www.glasgowcity.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.glasgowcity.gov.uk', port=443): Failed to resolve 'www.glasgowcity.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Glasgow City,https://democracy.glasgowcity.gov.uk/,,"HTTPSConnectionPool(host='democracy.glasgowcity.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.glasgowcity.gov.uk', port=443): Failed to resolve 'democracy.glasgowcity.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Glasgow City,https://glasgowcity.moderngov.co.uk/,,"HTTPSConnectionPool(host='glasgowcity.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='glasgowcity.moderngov.co.uk', port=443): Failed to resolve 'glasgowcity.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Glasgow City,https://glasgowcity.gov.uk/meetings/,,"HTTPSConnectionPool(host='glasgowcity.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='glasgowcity.gov.uk', port=443): Failed to resolve 'glasgowcity.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Gloucestershire,https://gloucestershire.gov.uk/,,"HTTPSConnectionPool(host='gloucestershire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='gloucestershire.gov.uk', port=443): Failed to resolve 'gloucestershire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Gloucestershire,https://www.gloucestershire.gov.uk/,,"HTTPSConnectionPool(host='www.gloucestershire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.gloucestershire.gov.uk', port=443): Failed to resolve 'www.gloucestershire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Gloucestershire,https://democracy.gloucestershire.gov.uk/,,"HTTPSConnectionPool(host='democracy.gloucestershire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.gloucestershire.gov.uk', port=443): Failed to resolve 'democracy.gloucestershire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Gloucestershire,https://gloucestershire.moderngov.co.uk/,,"HTTPSConnectionPool(host='gloucestershire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='gloucestershire.moderngov.co.uk', port=443): Failed to resolve 'gloucestershire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Gloucestershire,https://gloucestershire.gov.uk/meetings/,,"HTTPSConnectionPool(host='gloucestershire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='gloucestershire.gov.uk', port=443): Failed to resolve 'gloucestershire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Harlow,https://harlow.gov.uk/,,"HTTPSConnectionPool(host='harlow.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='harlow.gov.uk', port=443): Failed to resolve 'harlow.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Harlow,https://www.harlow.gov.uk/,,"HTTPSConnectionPool(host='www.harlow.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.harlow.gov.uk', port=443): Failed to resolve 'www.harlow.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Harlow,https://democracy.harlow.gov.uk/,,"HTTPSConnectionPool(host='democracy.harlow.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.harlow.gov.uk', port=443): Failed to resolve 'democracy.harlow.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Harlow,https://harlow.moderngov.co.uk/,,"HTTPSConnectionPool(host='harlow.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='harlow.moderngov.co.uk', port=443): Failed to resolve 'harlow.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Harlow,https://harlow.gov.uk/meetings/,,"HTTPSConnectionPool(host='harlow.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='harlow.gov.uk', port=443): Failed to resolve 'harlow.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Hartlepool,https://hartlepool.gov.uk/,,"HTTPSConnectionPool(host='hartlepool.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='hartlepool.gov.uk', port=443): Failed to resolve 'hartlepool.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Hartlepool,https://www.hartlepool.gov.uk/,,"HTTPSConnectionPool(host='www.hartlepool.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.hartlepool.gov.uk', port=443): Failed to resolve 'www.hartlepool.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Hartlepool,https://democracy.hartlepool.gov.uk/,,"HTTPSConnectionPool(host='democracy.hartlepool.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.hartlepool.gov.uk', port=443): Failed to resolve 'democracy.hartlepool.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Hartlepool,https://hartlepool.moderngov.co.uk/,,"HTTPSConnectionPool(host='hartlepool.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='hartlepool.moderngov.co.uk', port=443): Failed to resolve 'hartlepool.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Hartlepool,https://hartlepool.gov.uk/meetings/,,"HTTPSConnectionPool(host='hartlepool.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='hartlepool.gov.uk', port=443): Failed to resolve 'hartlepool.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Havant,https://havant.gov.uk/,,"HTTPSConnectionPool(host='havant.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='havant.gov.uk', port=443): Failed to resolve 'havant.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Havant,https://www.havant.gov.uk/,,"HTTPSConnectionPool(host='www.havant.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.havant.gov.uk', port=443): Failed to resolve 'www.havant.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Havant,https://democracy.havant.gov.uk/,,"HTTPSConnectionPool(host='democracy.havant.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.havant.gov.uk', port=443): Failed to resolve 'democracy.havant.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Havant,https://havant.moderngov.co.uk/,,"HTTPSConnectionPool(host='havant.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='havant.moderngov.co.uk', port=443): Failed to resolve 'havant.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Havant,https://havant.gov.uk/meetings/,,"HTTPSConnectionPool(host='havant.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='havant.gov.uk', port=443): Failed to resolve 'havant.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Hertfordshire,https://hertfordshire.gov.uk/,,"HTTPSConnectionPool(host='hertfordshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='hertfordshire.gov.uk', port=443): Failed to resolve 'hertfordshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Hertfordshire,https://www.hertfordshire.gov.uk/,,"HTTPSConnectionPool(host='www.hertfordshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.hertfordshire.gov.uk', port=443): Failed to resolve 'www.hertfordshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Hertfordshire,https://democracy.hertfordshire.gov.uk/,,"HTTPSConnectionPool(host='democracy.hertfordshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.hertfordshire.gov.uk', port=443): Failed to resolve 'democracy.hertfordshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Hertfordshire,https://hertfordshire.moderngov.co.uk/,,"HTTPSConnectionPool(host='hertfordshire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='hertfordshire.moderngov.co.uk', port=443): Failed to resolve 'hertfordshire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Hertfordshire,https://hertfordshire.gov.uk/meetings/,,"HTTPSConnectionPool(host='hertfordshire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='hertfordshire.gov.uk', port=443): Failed to resolve 'hertfordshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Isle of Wight,https://isleofwight.gov.uk/,,"HTTPSConnectionPool(host='isleofwight.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='isleofwight.gov.uk', port=443): Failed to resolve 'isleofwight.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Isle of Wight,https://www.isleofwight.gov.uk/,,"HTTPSConnectionPool(host='www.isleofwight.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.isleofwight.gov.uk', port=443): Failed to resolve 'www.isleofwight.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Isle of Wight,https://democracy.isleofwight.gov.uk/,,"HTTPSConnectionPool(host='democracy.isleofwight.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.isleofwight.gov.uk', port=443): Failed to resolve 'democracy.isleofwight.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Isle of Wight,https://isleofwight.moderngov.co.uk/,,"HTTPSConnectionPool(host='isleofwight.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='isleofwight.moderngov.co.uk', port=443): Failed to resolve 'isleofwight.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Isle of Wight,https://isleofwight.gov.uk/meetings/,,"HTTPSConnectionPool(host='isleofwight.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='isleofwight.gov.uk', port=443): Failed to resolve 'isleofwight.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Kent,https://kent.gov.uk/,,"HTTPSConnectionPool(host='kent.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='kent.gov.uk', port=443): Failed to resolve 'kent.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Kent,https://www.kent.gov.uk/,,"HTTPSConnectionPool(host='www.kent.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.kent.gov.uk', port=443): Failed to resolve 'www.kent.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Kent,https://democracy.kent.gov.uk/,,"HTTPSConnectionPool(host='democracy.kent.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.kent.gov.uk', port=443): Failed to resolve 'democracy.kent.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Kent,https://kent.moderngov.co.uk/,,"HTTPSConnectionPool(host='kent.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='kent.moderngov.co.uk', port=443): Failed to resolve 'kent.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Kent,https://kent.gov.uk/meetings/,,"HTTPSConnectionPool(host='kent.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='kent.gov.uk', port=443): Failed to resolve 'kent.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
King's Lynn and West Norfolk,https://kingslynnandwestnorfolk.gov.uk/,,"HTTPSConnectionPool(host='kingslynnandwestnorfolk.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='kingslynnandwestnorfolk.gov.uk', port=443): Failed to resolve 'kingslynnandwestnorfolk.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
King's Lynn and West Norfolk,https://www.kingslynnandwestnorfolk.gov.uk/,,"HTTPSConnectionPool(host='www.kingslynnandwestnorfolk.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.kingslynnandwestnorfolk.gov.uk', port=443): Failed to resolve 'www.kingslynnandwestnorfolk.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
King's Lynn and West Norfolk,https://democracy.kingslynnandwestnorfolk.gov.uk/,,"HTTPSConnectionPool(host='democracy.kingslynnandwestnorfolk.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.kingslynnandwestnorfolk.gov.uk', port=443): Failed to resolve 'democracy.kingslynnandwestnorfolk.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
King's Lynn and West Norfolk,https://kingslynnandwestnorfolk.moderngov.co.uk/,,"HTTPSConnectionPool(host='kingslynnandwestnorfolk.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='kingslynnandwestnorfolk.moderngov.co.uk', port=443): Failed to resolve 'kingslynnandwestnorfolk.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
King's Lynn and West Norfolk,https://kingslynnandwestnorfolk.gov.uk/meetings/,,"HTTPSConnectionPool(host='kingslynnandwestnorfolk.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='kingslynnandwestnorfolk.gov.uk', port=443): Failed to resolve 'kingslynnandwestnorfolk.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Lancashire,https://lancashire.gov.uk/,,"HTTPSConnectionPool(host='lancashire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='lancashire.gov.uk', port=443): Failed to resolve 'lancashire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Lancashire,https://www.lancashire.gov.uk/,,"HTTPSConnectionPool(host='www.lancashire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.lancashire.gov.uk', port=443): Failed to resolve 'www.lancashire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Lancashire,https://democracy.lancashire.gov.uk/,,"HTTPSConnectionPool(host='democracy.lancashire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.lancashire.gov.uk', port=443): Failed to resolve 'democracy.lancashire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Lancashire,https://lancashire.moderngov.co.uk/,,"HTTPSConnectionPool(host='lancashire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='lancashire.moderngov.co.uk', port=443): Failed to resolve 'lancashire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Lancashire,https://lancashire.gov.uk/meetings/,,"HTTPSConnectionPool(host='lancashire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='lancashire.gov.uk', port=443): Failed to resolve 'lancashire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Leicestershire,https://leicestershire.gov.uk/,,"HTTPSConnectionPool(host='leicestershire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='leicestershire.gov.uk', port=443): Failed to resolve 'leicestershire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Leicestershire,https://www.leicestershire.gov.uk/,,"HTTPSConnectionPool(host='www.leicestershire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.leicestershire.gov.uk', port=443): Failed to resolve 'www.leicestershire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Leicestershire,https://democracy.leicestershire.gov.uk/,,"HTTPSConnectionPool(host='democracy.leicestershire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.leicestershire.gov.uk', port=443): Failed to resolve 'democracy.leicestershire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Leicestershire,https://leicestershire.moderngov.co.uk/,,"HTTPSConnectionPool(host='leicestershire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='leicestershire.moderngov.co.uk', port=443): Failed to resolve 'leicestershire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Leicestershire,https://leicestershire.gov.uk/meetings/,,"HTTPSConnectionPool(host='leicestershire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='leicestershire.gov.uk', port=443): Failed to resolve 'leicestershire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Lichfield,https://lichfield.gov.uk/,,"HTTPSConnectionPool(host='lichfield.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='lichfield.gov.uk', port=443): Failed to resolve 'lichfield.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Lichfield,https://www.lichfield.gov.uk/,,"HTTPSConnectionPool(host='www.lichfield.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.lichfield.gov.uk', port=443): Failed to resolve 'www.lichfield.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Lichfield,https://democracy.lichfield.gov.uk/,,"HTTPSConnectionPool(host='democracy.lichfield.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.lichfield.gov.uk', port=443): Failed to resolve 'democracy.lichfield.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Lichfield,https://lichfield.moderngov.co.uk/,,"HTTPSConnectionPool(host='lichfield.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='lichfield.moderngov.co.uk', port=443): Failed to resolve 'lichfield.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Lichfield,https://lichfield.gov.uk/meetings/,,"HTTPSConnectionPool(host='lichfield.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='lichfield.gov.uk', port=443): Failed to resolve 'lichfield.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Lincolnshire,https://lincolnshire.gov.uk/,,"HTTPSConnectionPool(host='lincolnshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='lincolnshire.gov.uk', port=443): Failed to resolve 'lincolnshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Lincolnshire,https://www.lincolnshire.gov.uk/,,"HTTPSConnectionPool(host='www.lincolnshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.lincolnshire.gov.uk', port=443): Failed to resolve 'www.lincolnshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Lincolnshire,https://democracy.lincolnshire.gov.uk/,,"HTTPSConnectionPool(host='democracy.lincolnshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.lincolnshire.gov.uk', port=443): Failed to resolve 'democracy.lincolnshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Lincolnshire,https://lincolnshire.moderngov.co.uk/,,"HTTPSConnectionPool(host='lincolnshire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='lincolnshire.moderngov.co.uk', port=443): Failed to resolve 'lincolnshire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Lincolnshire,https://lincolnshire.gov.uk/meetings/,,"HTTPSConnectionPool(host='lincolnshire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='lincolnshire.gov.uk', port=443): Failed to resolve 'lincolnshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Mansfield,https://mansfield.gov.uk/,,"HTTPSConnectionPool(host='mansfield.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='mansfield.gov.uk', port=443): Failed to resolve 'mansfield.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Mansfield,https://www.mansfield.gov.uk/,,"HTTPSConnectionPool(host='www.mansfield.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.mansfield.gov.uk', port=443): Failed to resolve 'www.mansfield.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Mansfield,https://democracy.mansfield.gov.uk/,,"HTTPSConnectionPool(host='democracy.mansfield.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.mansfield.gov.uk', port=443): Failed to resolve 'democracy.mansfield.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Mansfield,https://mansfield.moderngov.co.uk/,,"HTTPSConnectionPool(host='mansfield.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='mansfield.moderngov.co.uk', port=443): Failed to resolve 'mansfield.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Mansfield,https://mansfield.gov.uk/meetings/,,"HTTPSConnectionPool(host='mansfield.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='mansfield.gov.uk', port=443): Failed to resolve 'mansfield.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Medway,https://medway.gov.uk/,,"HTTPSConnectionPool(host='medway.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='medway.gov.uk', port=443): Failed to resolve 'medway.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Medway,https://www.medway.gov.uk/,,"HTTPSConnectionPool(host='www.medway.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.medway.gov.uk', port=443): Failed to resolve 'www.medway.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Medway,https://democracy.medway.gov.uk/,,"HTTPSConnectionPool(host='democracy.medway.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.medway.gov.uk', port=443): Failed to resolve 'democracy.medway.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Medway,https://medway.moderngov.co.uk/,,"HTTPSConnectionPool(host='medway.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='medway.moderngov.co.uk', port=443): Failed to resolve 'medway.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Medway,https://medway.gov.uk/meetings/,,"HTTPSConnectionPool(host='medway.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='medway.gov.uk', port=443): Failed to resolve 'medway.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Newcastle-under-Lyme,https://newcastleunderlyme.gov.uk/,,"HTTPSConnectionPool(host='newcastleunderlyme.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='newcastleunderlyme.gov.uk', port=443): Failed to resolve 'newcastleunderlyme.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Newcastle-under-Lyme,https://www.newcastleunderlyme.gov.uk/,,"HTTPSConnectionPool(host='www.newcastleunderlyme.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.newcastleunderlyme.gov.uk', port=443): Failed to resolve 'www.newcastleunderlyme.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
