council,option,status,final
Uttlesford,https://www.uttlesford.gov.uk/,,"HTTPSConnectionPool(host='www.uttlesford.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.uttlesford.gov.uk', port=443): Failed to resolve 'www.uttlesford.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Uttlesford,https://democracy.uttlesford.gov.uk/,,"HTTPSConnectionPool(host='democracy.uttlesford.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.uttlesford.gov.uk', port=443): Failed to resolve 'democracy.uttlesford.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Uttlesford,https://uttlesford.moderngov.co.uk/,,"HTTPSConnectionPool(host='uttlesford.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='uttlesford.moderngov.co.uk', port=443): Failed to resolve 'uttlesford.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Uttlesford,https://uttlesford.gov.uk/meetings/,,"HTTPSConnectionPool(host='uttlesford.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='uttlesford.gov.uk', port=443): Failed to resolve 'uttlesford.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Warwickshire,https://warwickshire.gov.uk/,,"HTTPSConnectionPool(host='warwickshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='warwickshire.gov.uk', port=443): Failed to resolve 'warwickshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Warwickshire,https://www.warwickshire.gov.uk/,,"HTTPSConnectionPool(host='www.warwickshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.warwickshire.gov.uk', port=443): Failed to resolve 'www.warwickshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Warwickshire,https://democracy.warwickshire.gov.uk/,,"HTTPSConnectionPool(host='democracy.warwickshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.warwickshire.gov.uk', port=443): Failed to resolve 'democracy.warwickshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Warwickshire,https://warwickshire.moderngov.co.uk/,,"HTTPSConnectionPool(host='warwickshire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='warwickshire.moderngov.co.uk', port=443): Failed to resolve 'warwickshire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Warwickshire,https://warwickshire.gov.uk/meetings/,,"HTTPSConnectionPool(host='warwickshire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='warwickshire.gov.uk', port=443): Failed to resolve 'warwickshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
West Northamptonshire,https://westnorthamptonshire.gov.uk/,,"HTTPSConnectionPool(host='westnorthamptonshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='westnorthamptonshire.gov.uk', port=443): Failed to resolve 'westnorthamptonshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
West Northamptonshire,https://www.westnorthamptonshire.gov.uk/,,"HTTPSConnectionPool(host='www.westnorthamptonshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.westnorthamptonshire.gov.uk', port=443): Failed to resolve 'www.westnorthamptonshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
West Northamptonshire,https://democracy.westnorthamptonshire.gov.uk/,,"HTTPSConnectionPool(host='democracy.westnorthamptonshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.westnorthamptonshire.gov.uk', port=443): Failed to resolve 'democracy.westnorthamptonshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
West Northamptonshire,https://westnorthamptonshire.moderngov.co.uk/,,"HTTPSConnectionPool(host='westnorthamptonshire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='westnorthamptonshire.moderngov.co.uk', port=443): Failed to resolve 'westnorthamptonshire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
West Northamptonshire,https://westnorthamptonshire.gov.uk/meetings/,,"HTTPSConnectionPool(host='westnorthamptonshire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='westnorthamptonshire.gov.uk', port=443): Failed to resolve 'westnorthamptonshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
West Sussex,https://westsussex.gov.uk/,,"HTTPSConnectionPool(host='westsussex.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='westsussex.gov.uk', port=443): Failed to resolve 'westsussex.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
West Sussex,https://www.westsussex.gov.uk/,,"HTTPSConnectionPool(host='www.westsussex.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.westsussex.gov.uk', port=443): Failed to resolve 'www.westsussex.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
West Sussex,https://democracy.westsussex.gov.uk/,,"HTTPSConnectionPool(host='democracy.westsussex.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.westsussex.gov.uk', port=443): Failed to resolve 'democracy.westsussex.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
West Sussex,https://westsussex.moderngov.co.uk/,,"HTTPSConnectionPool(host='westsussex.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='westsussex.moderngov.co.uk', port=443): Failed to resolve 'westsussex.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
West Sussex,https://westsussex.gov.uk/meetings/,,"HTTPSConnectionPool(host='westsussex.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='westsussex.gov.uk', port=443): Failed to resolve 'westsussex.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Wiltshire,https://wiltshire.gov.uk/,,"HTTPSConnectionPool(host='wiltshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='wiltshire.gov.uk', port=443): Failed to resolve 'wiltshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Wiltshire,https://www.wiltshire.gov.uk/,,"HTTPSConnectionPool(host='www.wiltshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.wiltshire.gov.uk', port=443): Failed to resolve 'www.wiltshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Wiltshire,https://democracy.wiltshire.gov.uk/,,"HTTPSConnectionPool(host='democracy.wiltshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.wiltshire.gov.uk', port=443): Failed to resolve 'democracy.wiltshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Wiltshire,https://wiltshire.moderngov.co.uk/,,"HTTPSConnectionPool(host='wiltshire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='wiltshire.moderngov.co.uk', port=443): Failed to resolve 'wiltshire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Wiltshire,https://wiltshire.gov.uk/meetings/,,"HTTPSConnectionPool(host='wiltshire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='wiltshire.gov.uk', port=443): Failed to resolve 'wiltshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Windsor and Maidenhead,https://windsorandmaidenhead.gov.uk/,,"HTTPSConnectionPool(host='windsorandmaidenhead.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='windsorandmaidenhead.gov.uk', port=443): Failed to resolve 'windsorandmaidenhead.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Windsor and Maidenhead,https://www.windsorandmaidenhead.gov.uk/,,"HTTPSConnectionPool(host='www.windsorandmaidenhead.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.windsorandmaidenhead.gov.uk', port=443): Failed to resolve 'www.windsorandmaidenhead.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Windsor and Maidenhead,https://democracy.windsorandmaidenhead.gov.uk/,,"HTTPSConnectionPool(host='democracy.windsorandmaidenhead.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.windsorandmaidenhead.gov.uk', port=443): Failed to resolve 'democracy.windsorandmaidenhead.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Windsor and Maidenhead,https://windsorandmaidenhead.moderngov.co.uk/,,"HTTPSConnectionPool(host='windsorandmaidenhead.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='windsorandmaidenhead.moderngov.co.uk', port=443): Failed to resolve 'windsorandmaidenhead.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Windsor and Maidenhead,https://windsorandmaidenhead.gov.uk/meetings/,,"HTTPSConnectionPool(host='windsorandmaidenhead.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='windsorandmaidenhead.gov.uk', port=443): Failed to resolve 'windsorandmaidenhead.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Wolverhampton,https://wolverhampton.gov.uk/,,"HTTPSConnectionPool(host='wolverhampton.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='wolverhampton.gov.uk', port=443): Failed to resolve 'wolverhampton.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Wolverhampton,https://www.wolverhampton.gov.uk/,,"HTTPSConnectionPool(host='www.wolverhampton.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.wolverhampton.gov.uk', port=443): Failed to resolve 'www.wolverhampton.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Wolverhampton,https://democracy.wolverhampton.gov.uk/,,"HTTPSConnectionPool(host='democracy.wolverhampton.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.wolverhampton.gov.uk', port=443): Failed to resolve 'democracy.wolverhampton.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Wolverhampton,https://wolverhampton.moderngov.co.uk/,,"HTTPSConnectionPool(host='wolverhampton.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='wolverhampton.moderngov.co.uk', port=443): Failed to resolve 'wolverhampton.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Wolverhampton,https://wolverhampton.gov.uk/meetings/,,"HTTPSConnectionPool(host='wolverhampton.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='wolverhampton.gov.uk', port=443): Failed to resolve 'wolverhampton.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Worcester,https://worcester.gov.uk/,,"HTTPSConnectionPool(host='worcester.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='worcester.gov.uk', port=443): Failed to resolve 'worcester.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Worcester,https://www.worcester.gov.uk/,,"HTTPSConnectionPool(host='www.worcester.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.worcester.gov.uk', port=443): Failed to resolve 'www.worcester.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Worcester,https://democracy.worcester.gov.uk/,,"HTTPSConnectionPool(host='democracy.worcester.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.worcester.gov.uk', port=443): Failed to resolve 'democracy.worcester.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Worcester,https://worcester.moderngov.co.uk/,,"HTTPSConnectionPool(host='worcester.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='worcester.moderngov.co.uk', port=443): Failed to resolve 'worcester.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Worcester,https://worcester.gov.uk/meetings/,,"HTTPSConnectionPool(host='worcester.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='worcester.gov.uk', port=443): Failed to resolve 'worcester.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Worcestershire,https://worcestershire.gov.uk/,,"HTTPSConnectionPool(host='worcestershire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='worcestershire.gov.uk', port=443): Failed to resolve 'worcestershire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Worcestershire,https://www.worcestershire.gov.uk/,,"HTTPSConnectionPool(host='www.worcestershire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.worcestershire.gov.uk', port=443): Failed to resolve 'www.worcestershire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Worcestershire,https://democracy.worcestershire.gov.uk/,,"HTTPSConnectionPool(host='democracy.worcestershire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.worcestershire.gov.uk', port=443): Failed to resolve 'democracy.worcestershire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Worcestershire,https://worcestershire.moderngov.co.uk/,,"HTTPSConnectionPool(host='worcestershire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='worcestershire.moderngov.co.uk', port=443): Failed to resolve 'worcestershire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Worcestershire,https://worcestershire.gov.uk/meetings/,,"HTTPSConnectionPool(host='worcestershire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='worcestershire.gov.uk', port=443): Failed to resolve 'worcestershire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Wyre,https://wyre.gov.uk/,,"HTTPSConnectionPool(host='wyre.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='wyre.gov.uk', port=443): Failed to resolve 'wyre.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Wyre,https://www.wyre.gov.uk/,,"HTTPSConnectionPool(host='www.wyre.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.wyre.gov.uk', port=443): Failed to resolve 'www.wyre.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Wyre,https://democracy.wyre.gov.uk/,,"HTTPSConnectionPool(host='democracy.wyre.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.wyre.gov.uk', port=443): Failed to resolve 'democracy.wyre.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Wyre,https://wyre.moderngov.co.uk/,,"HTTPSConnectionPool(host='wyre.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='wyre.moderngov.co.uk', port=443): Failed to resolve 'wyre.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Wyre,https://wyre.gov.uk/meetings/,,"HTTPSConnectionPool(host='wyre.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='wyre.gov.uk', port=443): Failed to resolve 'wyre.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
